me,0,1,mg-to-kg,1
me,0,2,furlongs,0
me,0,3,micrograms,0
me,0,4,estrogen,0
me,0,5,units,0
me,0,6,backyard,0
me,0,7,geometric-mean,1
me,0,8,horizon,0
me,0,9,sars,0
me,0,10,triangle-formula,1
me,0,11,pretzels,0
me,0,12,units-taylor,0
me,0,13,neanderthal-calories,0
me,1,1,liter-cube,1
me,1,2,square-mm-to-cm,1
me,1,3,light-bucket,1
me,1,4,martini,1
me,1,5,cubicft,0
me,1,6,dogbrain,0
me,1,7,lasf,0
me,1,8,richter,1
me,1,9,cd-hole,0
me,1,10,taxa-scaling,0
me,1,11,insect-x-ray,0
me,1,12,seti-volume,0
me,1,13,mars-land-area,0
me,1,14,europaper,0
me,1,15,bodyvolume,0
me,1,16,grass,0
me,1,17,chip,0
me,1,18,apartments,0
me,1,19,e-coli,0
me,1,20,bongoburgers,0
me,1,21,hairmass,0
me,1,22,great-wall,1
me,1,23,et-tu,0
me,1,24,jelly-beans,1
me,1,25,golf-ball-packing,0
me,1,26,plutonium-in-oceans,0
me,2,1,bounce-graph,1
me,2,2,honeybee,0
me,2,3,earth,0
me,2,4,honeybeecalculus,0
me,2,5,freddifish,0
me,2,6,expanding-metal-square,0
me,2,7,observable-universe,0
me,2,8,chain-rule-units,1
me,2,9,eowyn,0
me,2,10,cross-deck,1
me,2,11,inside-freight-train,1
me,2,12,decel-accel-frames,0
me,2,13,cycloid,1
me,2,14,agreeontime,0
me,2,15,gammafornegativev,0
me,2,16,voyagergamma,0
me,2,17,earth-lorentz-contraction,0
me,2,18,gamma-derivation,0
me,2,19,gammasimplefraction,0
me,2,20,velocity-addition-double-limit,0
me,2,21,six-tenths-c-twice,0
me,2,22,me-vel-addition,0
me,2,23,door-closer,0
me,2,24,beer-stability,0
me,2,25,average-velocity-from-halves,0
me,2,26,earth-stepwise-equator,0
me,2,27,earth-stepwise-fullerton,0
me,2,28,passing-in-race,0
me,2,29,fizeau-cogwheel,0
me,3,1,stupid,1
me,3,2,caracceleration,0
me,3,3,well,0
me,3,4,honeybeeaccel,1
me,3,5,dropandthrow,0
me,3,6,x-graph-to-v-graph,1
me,3,7,two-ramps,1
me,3,8,graph-bouncing,1
me,3,9,ramp,0
me,3,10,alice,0
me,3,11,dodge-viper,1
me,3,12,astronaut-jumping,0
me,3,13,mars-drop-time,1
me,3,14,halftree,0
me,3,15,ramp-half-speed,1
me,3,16,endofarc,0
me,3,17,auntwanda,0
me,3,18,boguscardistance,0
me,3,19,betteracceldef,0
me,3,20,justifyvx,0
me,3,21,chipmunk,0
me,3,22,alphac,0
me,3,23,estimate-flea-accel,0
me,3,24,railgun,0
me,3,25,parachutecalc,0
me,3,26,droppingballs,0
me,3,27,stride,0
me,3,28,punch,0
me,3,29,aircraft-carrier,0
me,3,30,baseball-pitch-ratios,0
me,3,31,high-speed-chase,0
me,3,32,vee-track-minimum-time,1
me,3,33,galileo-chord-of-circle,0
me,3,34,box-slides-to-a-stop,0
me,3,35,gravitational-acceleration-planet-x,0
me,3,36,golf-ball-seen-through-window,0
me,4,1,time-to-brake,1
me,4,2,elevatortension,0
me,4,3,noforces,0
me,4,4,mass-or-weight,1
me,4,5,sally-spacehound,0
me,4,6,trailer,0
me,4,7,copter,0
me,4,8,alphastopping,0
me,4,9,blimp,0
me,4,10,anvilshears,0
me,4,11,highjump,0
me,4,12,python-factorial,0
me,4,13,air-resistance-falling-ball-force,0
me,4,14,formula-one-tires,0
me,4,15,langley-catapult,0
me,4,16,force-on-bullet-symbolic,0
me,4,17,three-blocks-stacked-symbolic,0
me,5,1,third-law-partners,1
me,5,2,box-uphill-partners,1
me,5,3,waterbottle-in-space,1
me,5,4,magnetundercar,0
me,5,5,nonormal,0
me,5,6,row,0
me,5,7,cowcrush,0
me,5,8,airplaneforces,0
me,5,9,oldlady,0
me,5,10,earthaccelup,0
me,5,11,gravityvsnormal,0
me,5,12,elevator,0
me,5,13,coasting-skater,0
me,5,14,skidmarks,0
me,5,15,kineticstrongerthanstatic,0
me,5,16,rice-sticks,0
me,5,17,scaleoscillation,0
me,5,18,baseballparadox,0
me,5,19,tugboat,0
me,5,20,atwood,0
me,5,21,stacked-blocks,0
me,5,22,crevasse,0
me,5,23,dogsled,0
me,5,24,three-pulleys,0
me,5,25,tractormadness,0
me,5,26,combine-springs,1
me,5,27,combinesprings,0
me,5,28,youngs-modulus,1
me,5,29,bondstretching,0
me,5,30,skier-hits-dirt,0
me,5,31,other-pulleys,0
me,5,32,evil-pulleys,0
me,5,33,rappel-from-fridge,0
me,5,34,tissue-box-simple-friction,0
me,5,35,blocks-sliding-tension,0
me,5,36,mechanical-advantage,0
me,6,1,niagara,0
me,6,2,misslettuce,0
me,6,3,baseballpitch,0
me,6,4,speedbump,0
me,6,5,baseballrange,0
me,6,6,tossup,0
me,6,7,cliff-pond,0
me,6,8,two-footballs,0
me,6,10,shoot-bullet-from-cylinder,0
me,6,11,battleship-two-angles,0
me,7,1,tiptotail,0
me,7,2,bangkok,0
me,7,3,walking,0
me,7,4,drill,0
me,7,5,vector-plus-scalar,0
me,7,6,baseballrangeair,0
me,7,7,sine-of-vector,1
me,8,1,oppositevanda,0
me,8,2,hurricane-track,0
me,8,3,annie-oakley,1
me,8,4,fossil,0
